Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT/ACT,College,Admitted,Enrolled,College_GPA
16029,6,6,F,1,0,4.08,1060,Arts & Letters,No,No,
16030,5,6,F,0,0,3.14,950,Math & Science,No,No,
16031,6,7,F,0,0,3.50,1470,Math & Science,No,No,
16032,6,7,M,0,1,3.28,1220,Math & Science,No,No,
16033,4,3,F,1,0,2.85,920,Arts & Letters,No,No,
16034,7,6,F,1,0,3.00,810,Arts & Letters,No,No,
16035,7,7,M,0,0,3.70,1170,Business & Economics,No,No,
16036,4,4,M,0,0,3.97,1310,Math & Science,Yes,No,
16037,6,6,F,0,0,3.55,1150,Math & Science,No,No,
16038,6,6,M,1,0,3.83,1170,Arts & Letters,Yes,Yes,3.338
16039,4,4,F,0,0,2.70,1280,Arts & Letters,No,No,
16040,3,3,M,0,0,3.50,1090,Business & Economics,No,No,
16041,7,6,F,0,1,3.50,1060,Arts & Letters,No,No,
16042,4,4,F,0,0,3.86,980,Math & Science,No,No,
16043,2,3,M,0,0,3.00,1070,Arts & Letters,No,No,
16044,4,4,F,0,1,3.65,1100,Math & Science,No,No,
16045,2,2,F,0,1,3.50,1250,Math & Science,Yes,No,
16046,6,4,M,0,0,2.50,1000,Arts & Letters,No,No,
16047,3,3,F,1,0,3.14,800,Arts & Letters,No,No,
16048,6,6,F,0,1,4.22,1130,Math & Science,No,No,
16049,3,7,F,1,0,4.05,1320,Math & Science,Yes,No,
16050,6,3,F,0,1,3.45,1450,Math & Science,No,No,
16051,7,7,F,0,1,3.33,1270,Arts & Letters,No,No,
16052,7,6,F,1,0,3.50,1090,Business & Economics,No,No,
16053,3,2,M,0,0,3.25,1330,Arts & Letters,Yes,No,
16054,6,5,M,0,1,3.77,1110,Math & Science,No,No,
16055,1,1,M,0,0,3.85,1290,Business & Economics,Yes,No,
16056,3,3,M,0,0,4.00,1190,Math & Science,No,No,
16057,6,7,M,1,0,3.50,1330,Math & Science,No,No,
16058,6,6,F,1,0,4.25,1360,Arts & Letters,Yes,No,
16059,1,5,M,0,0,2.29,860,Business & Economics,No,No,
16060,1,4,F,0,0,3.37,1130,Arts & Letters,Yes,No,
16061,2,1,F,0,0,3.72,1160,Arts & Letters,No,No,
16062,3,4,F,0,1,4.05,1220,Math & Science,Yes,No,
16063,6,6,M,1,0,3.91,1010,Business & Economics,No,No,
16064,4,7,M,1,0,2.64,1090,Math & Science,No,No,
16065,7,5,F,0,1,3.91,1460,Math & Science,Yes,No,
16066,4,4,F,0,0,2.64,1010,Arts & Letters,No,No,
16067,4,4,M,0,1,4.05,1240,Arts & Letters,Yes,No,
16068,3,3,M,0,1,4.04,1500,Math & Science,Yes,No,
16069,7,7,M,1,0,2.90,980,Business & Economics,No,No,
16070,7,6,F,0,1,4.09,1190,Arts & Letters,No,No,
16071,6,6,M,1,0,3.62,1410,Arts & Letters,Yes,No,
16072,3,6,M,1,0,3.45,1260,Arts & Letters,No,No,
16073,6,3,F,0,0,2.95,1120,Math & Science,No,No,
16074,1,1,M,0,0,3.90,1200,Business & Economics,Yes,No,
16075,7,6,M,1,0,3.14,1200,Math & Science,No,No,
16076,3,3,F,1,0,3.15,1370,Math & Science,No,No,
16077,6,4,M,0,0,3.46,1140,Math & Science,No,No,
16078,7,4,M,1,0,3.29,1120,Business & Economics,No,No,
16079,3,3,F,1,0,3.30,990,Math & Science,No,No,
16080,7,7,F,0,0,3.61,1140,Arts & Letters,No,No,
16081,4,6,F,0,0,2.61,630,Arts & Letters,No,No,
16082,6,6,M,0,1,3.60,1060,Business & Economics,Yes,No,
16083,7,7,F,1,0,3.68,1310,Math & Science,No,No,
16084,6,7,F,1,0,3.06,1060,Arts & Letters,No,No,
16085,7,7,F,0,0,3.82,1170,Math & Science,No,No,
16086,6,4,M,0,1,3.85,1230,Math & Science,No,No,
16087,6,6,F,1,0,3.67,1400,Business & Economics,Yes,No,
16088,7,6,M,1,0,3.17,1190,Math & Science,No,No,
16089,7,4,F,0,0,3.40,1010,Math & Science,No,No,
16090,1,1,F,0,0,2.52,720,Arts & Letters,No,No,
16091,3,3,F,0,0,4.04,960,Math & Science,Yes,No,
16092,4,4,F,0,0,3.05,1060,Business & Economics,No,No,
16093,4,7,M,1,0,3.14,1290,Arts & Letters,Yes,No,
16094,7,6,M,1,0,3.77,1210,Math & Science,Yes,Yes,2.836
16095,7,6,M,1,0,3.00,1090,Business & Economics,No,No,
16096,6,7,M,1,0,3.96,1030,Arts & Letters,Yes,No,
16097,4,7,F,1,0,2.70,790,Arts & Letters,No,No,
16098,1,3,F,0,0,2.89,790,Math & Science,No,No,
16099,6,6,M,1,0,3.05,1170,Arts & Letters,No,No,
16100,7,6,M,0,0,3.10,1520,Math & Science,Yes,No,
16101,4,5,F,1,0,3.62,1180,Arts & Letters,No,No,
16102,6,6,F,0,1,3.54,1210,Arts & Letters,No,No,
16103,6,6,F,1,0,3.62,1200,Arts & Letters,No,No,
16104,6,4,F,0,1,4.27,1280,Math & Science,Yes,No,
16105,6,6,M,0,1,3.79,1320,Math & Science,No,No,
16106,6,7,F,0,0,3.86,1100,Arts & Letters,No,No,
16107,4,4,F,0,0,4.00,1280,Math & Science,No,No,
16108,7,3,M,1,0,3.70,1360,Math & Science,Yes,No,
16109,7,7,M,0,0,4.30,1310,Business & Economics,Yes,No,
16110,7,4,M,0,0,3.95,1500,Business & Economics,Yes,No,
16111,2,3,M,1,0,3.23,1090,Math & Science,No,No,
16112,6,6,F,1,0,3.83,1130,Math & Science,No,No,
16113,2,2,M,0,1,3.50,1240,Math & Science,No,No,
16114,3,3,F,0,1,3.42,910,Math & Science,No,No,
16115,4,4,F,0,1,2.85,1040,Arts & Letters,No,No,
16116,3,6,M,1,0,3.85,1350,Arts & Letters,Yes,No,
16117,7,6,M,1,0,3.82,1170,Business & Economics,No,No,
16118,6,6,F,0,0,4.12,1010,Math & Science,Yes,No,
16119,7,7,M,1,0,4.00,1290,Arts & Letters,No,No,
16120,6,7,M,0,1,2.93,1070,Business & Economics,No,No,
16121,6,6,M,1,0,2.62,1150,Arts & Letters,No,No,
16122,6,6,F,0,0,3.41,1270,Arts & Letters,No,No,
16123,6,6,F,1,0,4.10,1340,Arts & Letters,Yes,No,
16124,7,7,F,0,1,3.92,1400,Math & Science,Yes,No,
16125,4,5,F,1,0,3.32,1230,Arts & Letters,No,No,
16126,3,4,M,0,0,3.05,1080,Math & Science,No,No,
16127,4,5,M,0,0,3.57,1210,Math & Science,No,No,
16128,3,3,F,0,0,3.45,1030,Math & Science,No,No,
16129,4,6,M,1,0,4.09,1470,Math & Science,Yes,No,
16130,3,3,M,0,1,2.20,980,Business & Economics,No,No,
16131,3,3,M,0,1,3.09,810,Business & Economics,No,No,
16132,7,6,M,1,0,3.64,1160,Math & Science,No,No,
16133,6,6,M,0,1,3.82,1460,Math & Science,No,No,
16134,4,7,M,1,0,3.65,1230,Arts & Letters,No,No,
16135,7,6,F,0,1,3.78,1390,Arts & Letters,No,No,
16136,7,6,M,1,0,3.67,1220,Business & Economics,No,No,
16137,6,6,F,0,0,3.19,1200,Arts & Letters,Yes,No,
16138,7,7,F,0,0,3.40,950,Arts & Letters,No,No,
16139,1,1,M,0,1,3.55,1220,Business & Economics,Yes,Yes,2.045
16140,6,6,M,1,0,3.50,980,Math & Science,Yes,No,
16141,2,7,F,0,0,3.70,1180,Arts & Letters,No,No,
16142,7,5,F,0,0,3.40,1270,Math & Science,No,No,
16143,4,7,F,0,0,3.50,1070,Arts & Letters,No,No,
16144,1,1,M,0,0,3.59,980,Math & Science,Yes,No,
16145,7,4,F,0,0,3.73,1000,Arts & Letters,No,No,
16146,7,7,F,0,1,3.92,1450,Math & Science,Yes,No,
16147,7,6,M,1,0,3.85,1200,Business & Economics,No,No,
16148,3,3,M,0,0,3.68,1040,Math & Science,No,No,
16149,6,6,M,1,0,2.86,1310,Arts & Letters,No,No,
16150,7,7,F,1,0,3.26,1240,Math & Science,No,No,
16151,6,6,M,0,1,3.77,1180,Arts & Letters,Yes,No,
16152,6,7,F,0,0,3.15,1100,Arts & Letters,No,No,
16153,6,2,F,0,1,2.90,1140,Math & Science,No,No,
16154,5,6,F,0,1,4.11,1130,Arts & Letters,No,No,
16155,7,6,M,1,0,3.73,1380,Business & Economics,Yes,No,
16156,2,6,M,0,0,3.17,1010,Arts & Letters,No,No,
16157,5,5,M,1,0,3.12,1030,Business & Economics,No,No,
16158,4,3,M,0,0,3.91,1130,Math & Science,No,No,
16159,7,7,M,1,0,2.88,770,Math & Science,No,No,
16160,7,7,M,1,0,3.20,1180,Business & Economics,No,No,
16161,7,6,M,0,1,3.40,1280,Math & Science,No,No,
16162,7,7,F,0,1,3.80,1490,Business & Economics,Yes,No,
16163,2,4,F,1,0,4.14,1040,Arts & Letters,No,No,
16164,2,1,M,0,1,3.67,1130,Business & Economics,Yes,No,
16165,2,1,F,0,0,3.23,880,Arts & Letters,No,No,
16166,3,3,M,0,1,3.05,970,Business & Economics,No,No,
16167,6,6,F,1,0,4.30,1270,Math & Science,Yes,No,
16168,7,6,M,0,1,3.05,1290,Arts & Letters,No,No,
16169,7,7,M,1,0,3.38,1520,Arts & Letters,No,No,
16170,3,7,M,1,0,3.74,1420,Business & Economics,Yes,No,
16171,3,3,M,0,0,3.20,800,Arts & Letters,No,No,
16172,5,5,M,0,1,3.45,1150,Business & Economics,No,No,
16173,6,3,M,1,0,4.00,1550,Business & Economics,Yes,Yes,3.460
16174,3,5,F,1,0,3.25,1220,Math & Science,No,No,
16175,5,5,M,0,1,3.92,1340,Math & Science,No,No,
16176,6,3,F,1,0,3.71,1050,Arts & Letters,No,No,
16177,7,6,F,0,1,3.36,1160,Arts & Letters,No,No,
16178,6,6,F,1,0,3.08,1040,Business & Economics,No,No,
16179,7,4,F,0,0,3.68,1060,Math & Science,No,No,
16180,1,1,M,0,1,3.68,1230,Business & Economics,Yes,No,
16181,5,7,M,0,0,2.39,810,Business & Economics,No,No,
16182,3,3,F,0,1,3.92,1180,Math & Science,No,No,
16183,6,6,M,0,1,3.41,1420,Business & Economics,No,No,
16184,4,4,F,1,0,2.65,910,Math & Science,No,No,
16185,4,4,F,0,0,3.07,1120,Math & Science,No,No,
16186,4,4,M,0,0,2.95,1050,Arts & Letters,No,No,
16187,7,6,M,0,0,3.33,1220,Arts & Letters,Yes,No,
16188,7,6,M,1,0,3.95,1200,Math & Science,No,No,
16189,7,6,F,0,1,2.91,980,Math & Science,No,No,
16190,6,5,M,0,0,4.05,1040,Business & Economics,No,No,
16191,6,5,F,0,1,3.50,1410,Math & Science,Yes,No,
16192,3,3,M,0,1,3.07,990,Arts & Letters,No,No,
16193,6,6,M,0,1,3.45,1020,Business & Economics,No,No,
16194,7,6,F,1,0,3.64,1100,Arts & Letters,Yes,No,
16195,7,6,M,0,1,3.54,1360,Arts & Letters,Yes,No,
16196,4,4,M,0,1,4.18,1170,Math & Science,Yes,No,
16197,5,3,F,0,1,3.50,1200,Math & Science,No,No,
16198,6,6,F,0,0,3.73,830,Math & Science,No,No,
16199,3,3,M,0,0,3.65,1310,Arts & Letters,Yes,No,
16200,7,5,M,1,0,3.97,1400,Business & Economics,Yes,Yes,3.704
16201,6,6,F,0,1,3.18,1170,Business & Economics,No,No,
16202,4,4,M,0,1,3.71,1240,Arts & Letters,No,No,
16203,2,4,F,0,1,4.00,1100,Math & Science,Yes,No,
16204,6,7,F,1,0,3.22,1230,Arts & Letters,No,No,
16205,6,7,M,0,1,2.65,1280,Business & Economics,No,No,
16206,6,6,M,1,0,3.81,1400,Business & Economics,No,No,
16207,6,6,M,0,0,3.88,1290,Math & Science,No,No,
16208,7,6,M,0,1,3.88,1430,Math & Science,No,No,
16209,6,6,M,0,1,3.50,860,Math & Science,No,No,
16210,2,5,F,0,1,3.80,1230,Math & Science,Yes,No,
16211,4,4,F,0,1,3.64,1300,Math & Science,No,No,
16212,6,7,M,0,1,3.36,1110,Math & Science,No,No,
16213,1,1,M,0,0,2.31,900,Business & Economics,No,No,
16214,3,3,F,0,0,2.95,940,Arts & Letters,No,No,
16215,3,3,M,0,0,3.77,1140,Business & Economics,No,No,
16216,3,6,M,0,0,3.35,1230,Math & Science,No,No,
16217,7,6,M,1,0,3.09,1320,Arts & Letters,No,No,
16218,7,6,F,1,0,4.29,1300,Math & Science,Yes,No,
16219,7,7,M,0,0,3.75,1310,Math & Science,Yes,No,
16220,6,7,M,1,0,3.00,1290,Arts & Letters,No,No,
16221,3,3,M,1,0,3.15,1140,Math & Science,No,No,
16222,7,5,F,0,0,3.40,1070,Business & Economics,Yes,No,
16223,3,3,M,0,1,3.31,1290,Math & Science,No,No,
16224,7,7,M,1,0,3.36,1180,Math & Science,No,No,
16225,7,3,M,1,0,3.62,940,Business & Economics,No,No,
16226,2,1,M,0,1,3.64,1180,Math & Science,Yes,No,
16227,3,3,F,0,1,3.21,1020,Math & Science,No,No,
16228,4,4,M,1,0,3.04,1260,Math & Science,No,No,
16229,7,7,M,1,0,3.75,1150,Arts & Letters,No,No,
16230,6,3,M,1,0,2.89,970,Arts & Letters,No,No,
16231,3,4,M,0,0,3.38,1030,Arts & Letters,No,No,
16232,7,7,F,1,0,3.55,1180,Arts & Letters,No,No,
16233,5,7,M,1,0,3.26,1220,Business & Economics,No,No,
16234,4,4,F,0,0,3.25,790,Arts & Letters,No,No,
16235,2,6,M,0,0,2.64,1010,Business & Economics,No,No,
16236,6,6,F,1,0,3.50,1110,Arts & Letters,No,No,
16237,6,6,M,1,0,4.15,1460,Arts & Letters,Yes,No,
16238,4,6,F,1,0,3.41,1190,Math & Science,No,No,
16239,4,3,F,1,0,3.95,1170,Arts & Letters,No,No,
16240,4,6,F,0,0,3.23,980,Business & Economics,No,No,
16241,4,7,F,0,0,4.05,1150,Arts & Letters,Yes,No,
16242,7,7,M,0,1,2.59,1010,Business & Economics,No,No,
16243,7,7,M,0,0,3.07,1390,Arts & Letters,No,No,
16244,7,7,M,1,0,3.19,1200,Math & Science,No,No,
16245,5,4,M,0,0,3.95,1080,Math & Science,No,No,
16246,1,3,F,0,1,3.88,1000,Arts & Letters,No,No,
16247,7,5,M,0,0,3.43,1090,Arts & Letters,No,No,
16248,7,4,M,0,0,3.42,1180,Business & Economics,No,No,
16249,7,7,M,1,0,4.25,1280,Math & Science,Yes,No,
16250,6,7,M,1,0,3.56,1470,Arts & Letters,No,No,
16251,2,1,M,0,0,3.06,860,Math & Science,No,No,
16252,4,6,M,1,0,3.45,1330,Math & Science,Yes,Yes,2.070
16253,7,4,F,1,0,3.42,1150,Math & Science,No,No,
16254,6,3,F,0,0,2.82,760,Math & Science,No,No,
16255,3,6,F,0,0,4.04,1240,Arts & Letters,Yes,No,
16256,5,6,M,1,0,2.95,1220,Arts & Letters,No,No,
16257,5,4,F,0,0,3.17,960,Arts & Letters,No,No,
16258,6,5,M,1,0,2.50,1150,Arts & Letters,No,No,
16259,6,6,M,0,1,3.62,1100,Arts & Letters,No,No,
16260,7,4,F,1,0,3.82,1190,Math & Science,No,No,
16261,7,6,F,0,1,3.95,1390,Business & Economics,Yes,No,
16262,6,6,F,0,1,3.39,1440,Arts & Letters,No,No,
16263,7,6,F,1,0,4.00,1200,Math & Science,No,No,
16264,4,4,F,1,0,3.62,1320,Business & Economics,No,No,
16265,6,7,F,0,0,3.50,1290,Arts & Letters,No,No,
16266,6,6,M,1,0,3.32,1210,Arts & Letters,No,No,
16267,2,3,F,0,1,3.68,1060,Business & Economics,No,No,
16268,6,6,F,1,0,3.20,1120,Math & Science,No,No,
16269,3,5,M,1,0,3.46,1390,Math & Science,No,No,
16270,6,6,F,0,0,4.14,1360,Math & Science,Yes,No,
16271,7,7,F,1,0,3.55,1360,Arts & Letters,No,No,
16272,7,4,M,1,0,3.55,1340,Math & Science,No,No,
16273,7,7,M,1,0,3.92,1470,Business & Economics,Yes,No,
16274,5,4,M,0,0,2.45,940,Business & Economics,No,No,
16275,4,3,F,1,0,3.90,1380,Arts & Letters,Yes,No,
16276,7,6,M,1,0,3.31,1050,Math & Science,No,No,
16277,7,6,M,1,0,3.65,1190,Arts & Letters,No,No,
16278,3,3,F,0,1,3.42,1260,Math & Science,No,No,
16279,4,4,F,1,0,3.50,1360,Math & Science,No,No,
16280,3,3,M,0,0,3.97,1170,Math & Science,No,No,
16281,6,7,F,1,0,3.32,1170,Arts & Letters,No,No,
16282,6,6,M,1,0,4.00,1410,Math & Science,Yes,No,
16283,6,6,M,0,0,4.12,1470,Math & Science,Yes,No,
16284,7,6,F,0,1,3.15,1250,Arts & Letters,No,No,
16285,3,3,M,0,1,2.47,760,Math & Science,No,No,
16286,4,3,M,0,0,2.94,760,Arts & Letters,No,No,
16287,3,3,M,0,0,4.11,1020,Math & Science,No,No,
16288,7,6,F,1,0,3.94,1210,Arts & Letters,No,No,
16289,6,6,F,0,0,2.65,990,Arts & Letters,No,No,
16290,6,7,M,1,0,3.75,1450,Arts & Letters,Yes,No,
16291,6,3,M,0,0,2.68,920,Arts & Letters,No,No,
16292,7,3,M,1,0,3.45,1240,Business & Economics,No,No,
16293,4,7,F,1,0,3.50,1330,Arts & Letters,No,No,
16294,1,2,F,0,0,2.41,1030,Business & Economics,No,No,
16295,7,7,M,0,0,3.27,1110,Arts & Letters,No,No,
16296,4,4,M,0,0,3.23,880,Arts & Letters,No,Yes,2.695
16297,3,3,M,0,0,3.55,990,Math & Science,No,No,
16298,2,5,F,1,0,3.62,1060,Business & Economics,No,No,
16299,4,4,M,0,0,2.47,780,Math & Science,No,No,
16300,4,4,M,1,0,3.05,1250,Math & Science,No,No,
16301,2,1,F,0,0,3.10,990,Business & Economics,No,No,
16302,6,6,F,1,0,3.59,1000,Business & Economics,No,No,
16303,6,6,F,1,0,3.96,1110,Arts & Letters,No,No,
16304,7,7,M,1,0,3.45,1360,Business & Economics,No,No,
16305,4,3,F,0,0,3.10,1020,Arts & Letters,No,No,
16306,7,3,F,0,1,2.42,910,Math & Science,No,No,
16307,3,4,M,0,1,3.50,1200,Math & Science,No,No,
16308,3,3,M,0,0,2.13,590,Math & Science,No,No,
16309,4,6,F,0,0,4.17,1170,Arts & Letters,Yes,No,
16310,7,6,M,1,0,3.86,1320,Arts & Letters,No,No,
16311,4,3,F,1,0,2.43,940,Arts & Letters,No,No,
16312,1,6,M,1,0,3.15,1250,Math & Science,No,No,
16313,3,6,F,1,0,3.90,1250,Math & Science,Yes,No,
16314,7,4,F,0,0,3.55,1040,Business & Economics,No,No,
16315,3,4,M,1,0,3.05,1220,Business & Economics,No,No,
16316,7,6,M,0,0,2.65,900,Arts & Letters,No,No,
16317,4,5,M,0,0,2.67,780,Math & Science,No,No,
16318,3,3,M,0,0,2.32,810,Arts & Letters,No,No,
16319,2,4,F,0,0,2.08,790,Arts & Letters,No,No,
16320,4,6,M,1,0,2.80,830,Math & Science,No,No,
16321,6,5,M,1,0,3.92,1350,Business & Economics,Yes,Yes,3.336
16322,2,1,F,0,0,2.96,1000,Arts & Letters,No,No,
16323,6,5,M,1,0,3.39,970,Business & Economics,No,No,
16324,3,3,M,0,1,3.71,1110,Math & Science,No,No,
16325,1,1,F,0,0,2.53,850,Arts & Letters,No,No,
16326,4,6,M,1,0,3.70,1180,Math & Science,No,No,
16327,5,3,M,1,0,3.22,1030,Business & Economics,No,No,
16328,1,1,M,0,0,2.00,1260,Math & Science,No,No,
16329,6,4,F,1,0,3.70,1150,Math & Science,No,No,
16330,3,3,F,1,0,3.58,1030,Math & Science,No,No,
16331,6,1,M,0,0,2.35,1080,Arts & Letters,No,No,
16332,5,3,F,0,0,3.59,1220,Math & Science,Yes,No,
16333,1,6,M,0,1,2.79,960,Business & Economics,No,No,
16334,6,6,F,1,0,3.59,1170,Arts & Letters,No,No,
16335,5,5,M,1,0,3.00,930,Math & Science,No,No,
16336,7,4,F,1,0,3.55,1180,Math & Science,No,No,
16337,1,1,M,0,1,3.85,1070,Arts & Letters,Yes,No,
16338,6,6,F,0,1,3.64,1300,Math & Science,No,No,
16339,1,1,M,0,0,3.19,880,Math & Science,No,No,
16340,7,7,M,1,0,4.17,1260,Arts & Letters,Yes,No,
16341,6,6,M,1,0,2.90,990,Arts & Letters,No,No,
16342,3,2,M,0,0,3.69,980,Business & Economics,No,No,
16343,3,3,F,1,0,3.78,1010,Math & Science,No,No,
16344,5,5,M,1,0,2.75,990,Math & Science,No,No,
16345,2,2,F,0,1,3.18,1080,Arts & Letters,No,No,
16346,7,7,M,1,0,3.14,900,Arts & Letters,No,No,
16347,4,7,M,0,0,3.43,1070,Business & Economics,No,No,
16348,6,5,F,0,0,2.92,900,Math & Science,No,No,
16349,6,5,F,1,0,3.25,1060,Math & Science,No,No,
16350,3,2,F,0,0,3.50,930,Math & Science,Yes,No,
16351,1,2,F,0,0,3.23,840,Business & Economics,No,No,
16352,7,6,F,0,1,3.23,1100,Math & Science,No,No,
16353,7,6,M,0,1,2.85,1040,Business & Economics,No,No,
16354,1,1,M,0,1,2.86,730,Business & Economics,No,No,
16355,7,4,M,0,1,4.04,1410,Math & Science,Yes,No,
16356,6,6,F,1,0,3.23,1290,Math & Science,No,No,
16357,7,7,M,0,1,2.75,1110,Business & Economics,No,No,
16358,6,6,F,1,0,3.32,1370,Arts & Letters,No,No,
16359,7,6,M,0,1,3.23,1230,Math & Science,No,No,
16360,1,4,M,0,0,2.94,810,Math & Science,No,No,
16361,6,6,M,0,0,2.73,1200,Math & Science,No,No,
16362,3,3,F,1,0,3.27,1080,Math & Science,No,No,
16363,7,7,M,0,0,3.41,1300,Arts & Letters,Yes,No,
16364,6,3,F,0,0,4.00,1310,Math & Science,Yes,No,
16365,1,1,M,0,0,4.25,1050,Math & Science,Yes,No,
16366,3,3,F,1,0,3.20,980,Math & Science,No,No,
16367,5,4,F,1,0,2.89,970,Arts & Letters,No,No,
16368,7,7,F,1,0,3.71,1280,Business & Economics,Yes,No,
16369,5,6,F,0,0,3.18,950,Arts & Letters,No,No,
16370,6,4,F,0,0,2.68,940,Arts & Letters,No,No,
16371,6,6,M,1,0,3.95,1140,Business & Economics,No,No,
16372,1,1,F,0,0,2.92,870,Business & Economics,No,No,
16373,4,6,F,1,0,4.00,1320,Arts & Letters,Yes,No,
16374,7,6,M,0,1,3.88,1300,Math & Science,Yes,No,
16375,3,3,F,1,0,4.15,1390,Math & Science,Yes,No,
16376,6,4,M,1,0,2.86,800,Business & Economics,No,No,
16377,3,3,M,0,0,3.95,1220,Business & Economics,No,No,
16378,5,3,M,1,0,3.83,1430,Business & Economics,Yes,Yes,3.096
16379,6,3,F,1,0,3.73,930,Arts & Letters,No,No,
16380,4,6,M,1,0,3.38,1330,Arts & Letters,No,No,
16381,2,4,F,0,0,3.14,920,Arts & Letters,No,No,
16382,2,4,M,0,0,2.53,1040,Business & Economics,No,No,
16383,3,3,F,1,0,2.77,1010,Arts & Letters,No,No,
16384,6,6,F,0,1,4.23,1210,Math & Science,No,No,
16385,4,4,F,1,0,3.62,1320,Math & Science,No,No,
16386,6,6,M,1,0,3.45,1250,Business & Economics,No,No,
16387,2,2,F,0,0,2.71,760,Math & Science,No,No,
16388,6,4,M,1,0,4.36,1400,Arts & Letters,Yes,Yes,3.806
16389,7,7,M,0,0,2.65,1280,Business & Economics,No,No,
16390,3,3,F,0,0,3.60,1090,Arts & Letters,No,No,
16391,1,3,M,0,0,3.06,900,Business & Economics,No,No,
16392,7,4,M,1,0,3.18,1070,Business & Economics,No,No,
16393,4,6,M,1,0,2.43,1100,Business & Economics,No,No,
16394,3,1,F,0,0,2.71,840,Math & Science,No,No,
16395,7,4,F,0,0,3.79,1120,Arts & Letters,No,No,
16396,1,1,F,0,0,3.15,1000,Math & Science,No,No,
16397,2,5,M,0,0,3.46,810,Arts & Letters,No,No,
16398,7,7,M,1,0,3.36,1310,Business & Economics,No,No,
16399,4,6,F,1,0,3.30,1080,Arts & Letters,No,No,
16400,1,1,F,0,1,3.82,1080,Math & Science,Yes,No,
16401,1,1,F,0,1,4.21,1280,Math & Science,Yes,No,
16402,7,6,M,0,0,3.31,990,Business & Economics,No,No,
16403,6,6,M,0,0,3.80,1230,Business & Economics,No,No,
16404,7,6,M,1,0,3.67,1080,Math & Science,No,No,
16405,4,4,M,0,0,3.55,1230,Math & Science,No,No,
16406,7,6,F,1,0,3.45,1340,Math & Science,No,No,
16407,4,3,F,0,0,2.96,820,Math & Science,No,No,
16408,6,2,M,0,0,2.64,390,Business & Economics,No,No,
16409,7,4,F,0,1,3.32,950,Arts & Letters,No,No,
16410,7,4,M,1,0,2.58,1060,Math & Science,No,No,
16411,2,6,F,0,0,3.26,1090,Business & Economics,No,No,
16412,4,6,M,1,0,4.00,1410,Arts & Letters,No,No,
16413,4,7,M,0,0,3.55,1360,Arts & Letters,Yes,No,
16414,4,6,F,1,0,3.85,1400,Math & Science,Yes,No,
16415,7,3,F,1,0,3.16,940,Arts & Letters,No,No,
16416,6,7,F,1,0,3.29,1120,Arts & Letters,No,No,
16417,3,3,F,0,0,3.30,890,Math & Science,No,No,
16418,7,5,M,0,1,3.12,1240,Math & Science,No,No,
16419,7,7,M,1,0,3.00,960,Business & Economics,No,No,
16420,6,5,M,1,0,2.43,1070,Math & Science,No,No,
16421,3,4,F,1,0,3.67,1040,Math & Science,No,No,
16422,3,4,M,1,0,3.52,1110,Business & Economics,No,No,
16423,7,7,F,1,0,3.21,1210,Arts & Letters,No,No,
16424,7,6,M,1,0,3.50,860,Business & Economics,No,No,
16425,3,4,F,0,0,3.74,1210,Business & Economics,Yes,No,
16426,4,6,F,1,0,4.12,1290,Arts & Letters,No,No,
16427,6,6,M,0,1,3.19,1070,Arts & Letters,No,No,
16428,6,6,F,1,0,3.03,900,Arts & Letters,No,No,
16429,2,2,M,0,0,4.27,1080,Business & Economics,Yes,No,
16430,7,7,F,0,0,3.96,1010,Business & Economics,No,No,
16431,3,3,M,0,0,3.05,860,Arts & Letters,No,No,
16432,4,3,F,1,0,3.33,960,Math & Science,No,No,
16433,4,4,M,0,0,2.79,1200,Arts & Letters,No,No,
16434,4,4,F,1,0,2.86,980,Arts & Letters,No,No,
16435,7,6,M,1,0,2.75,870,Arts & Letters,No,No,
16436,7,6,F,1,0,2.63,880,Math & Science,No,No,
16437,3,5,F,0,0,3.70,1400,Math & Science,Yes,No,
16438,6,4,M,1,0,4.32,1480,Math & Science,Yes,Yes,3.528
16439,4,4,M,1,0,3.35,1150,Math & Science,Yes,Yes,3.170
16440,6,6,M,1,0,3.40,1360,Math & Science,No,No,
16441,7,1,F,0,0,3.69,970,Arts & Letters,Yes,No,
16442,4,2,M,1,0,3.12,1070,Arts & Letters,No,No,
16443,6,4,F,1,0,3.30,1140,Arts & Letters,No,No,
16444,5,4,F,0,1,3.45,1160,Math & Science,No,No,
16445,2,1,M,0,0,3.50,790,Arts & Letters,No,No,
16446,6,6,F,1,0,3.38,1200,Business & Economics,No,No,
16447,3,3,M,0,0,3.26,860,Business & Economics,No,No,
16448,5,3,F,0,1,3.77,1010,Business & Economics,No,No,
16449,5,4,F,1,0,3.43,1030,Math & Science,No,No,
16450,3,3,F,1,0,3.95,1300,Arts & Letters,No,No,
16451,4,6,F,0,1,3.90,1050,Math & Science,Yes,No,
16452,4,5,F,0,0,2.89,880,Business & Economics,No,No,
16453,6,4,M,1,0,3.08,1210,Arts & Letters,No,No,
16454,3,3,F,0,0,2.70,940,Arts & Letters,No,No,
16455,7,7,F,1,0,3.65,1330,Arts & Letters,No,No,
16456,4,4,M,0,0,3.14,1000,Business & Economics,No,No,
16457,1,1,F,0,0,2.87,970,Arts & Letters,No,No,
16458,3,3,F,1,0,3.38,940,Arts & Letters,No,No,
16459,6,6,M,1,0,2.70,1060,Business & Economics,No,No,
